name,email,address,user_type,user_lat_lng,user_postcode,user_id
Brittany White,derek02@hotmail.com,"Henschelring 4/5
74243 Neustadt am Rübenberge",looker,[<shapely.geometry.point.Point object at 0x7fb7314ccaf0>],10997,339
Sarah Alvarez,jessica39@castro.biz,"Ditschlerinring 82
66638 Werdau",giver,[<shapely.geometry.point.Point object at 0x7fb7314ccd90>],10555,340
Emma Gillespie,ereed@yahoo.com,"Karl-Peter-Jungfer-Weg 545
19920 Kötzting",giver,[<shapely.geometry.point.Point object at 0x7fb7314ccc10>],12167,341
David Garcia,xhill@hotmail.com,"Rohtgasse 894
33341 Füssen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ccbb0>],10713,342
John Anderson,psampson@yahoo.com,"Viola-Wilmsen-Platz 3/1
81947 Viechtach",giver,[<shapely.geometry.point.Point object at 0x7fb7314ccd30>],12279,343
Brian Russell,matthew22@johnson.com,"Hakan-Mangold-Allee 5/1
91679 Bützow",giver,[<shapely.geometry.point.Point object at 0x7fb7314ccf10>],10407,344
Jason Sherman,fcollins@gibson.com,"Reginald-Flantz-Platz 623
75991 Wunsiedel",looker,[<shapely.geometry.point.Point object at 0x7fb7314ccf70>],12059,345
Jason Adams,clarkjill@hotmail.com,"Madeleine-Hering-Weg 1/9
81940 Augsburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314ccdc0>],13055,346
Brent Flowers,yparsons@johnson.net,"Heinplatz 7/1
46188 Kemnath",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd030>],10369,347
Thomas Carter,loneal@lee.com,"Roggestr. 49
99273 Soltau",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd090>],10785,348
Tony Jarvis,taylorjohnson@hotmail.com,"Hildegunde-Ladeck-Gasse 73
58710 Goslar",giver,[<shapely.geometry.point.Point object at 0x7fb7314cceb0>],13089,349
John Evans,farleymark@taylor-banks.com,"Ruppertstr. 1
75301 Osterburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cce80>],10627,350
Faith Patterson,joseph71@yahoo.com,"Wenke-Eckbauer-Platz 7
74407 Jena",giver,[<shapely.geometry.point.Point object at 0x7fb7314ccf40>],10559,351
Mark Robinson,mjackson@gmail.com,"Rustring 60
10703 Vilsbiburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd0c0>],10781,352
Grace Macdonald,wtran@yahoo.com,"Jesselallee 03
47221 Döbeln",looker,[<shapely.geometry.point.Point object at 0x7fb7314cce50>],10243,353
Andrew Bates,nrodriguez@hotmail.com,"Inka-Pohl-Ring 9
86459 Ludwigsburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd180>],10969,354
Jesse Perry,soniabrady@anderson-green.net,"Jesselplatz 85
09449 Pinneberg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd1e0>],10783,355
Tiffany Kelly,melvindavis@robinson.biz,"Austermühleweg 1
43576 Ansbach",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd2a0>],12587,356
Timothy Herman,karen39@gmail.com,"Heserallee 376
58272 Sigmaringen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd270>],10439,357
Nancy Nguyen,fhorn@hood.com,"Holger-Hölzenbecher-Ring 816
99511 Weißwasser",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd450>],12053,358
Carol Bates,ivanpatterson@yahoo.com,"Carstenplatz 1
77479 Quedlinburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd3f0>],12557,359
Carolyn Serrano,tgarcia@jackson.net,"Zänkerring 3
89512 Helmstedt",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd510>],13059,360
Jessica Cortez,thomasjones@ramirez-williams.net,"Zofia-Peukert-Ring 9
92424 Mayen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd210>],13435,361
Johnny Anderson,trujillorobert@gray.com,"Elise-Warmer-Straße 11
93490 Miltenberg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd570>],13405,362
Jason Williams,hollowaymichael@johnson.com,"Gerald-Klapp-Gasse 091
46975 Kitzingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd540>],12435,363
Kaylee Clark,lindaarmstrong@thomas-roberts.org,"Ingeborg-Gerlach-Straße 4
02236 Roding",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd480>],10785,364
Brian Mccarthy,robert31@grant.com,"Rörrichtweg 956
35586 Forst",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd6f0>],10627,365
Martha Greene,dustinrobinson@gmail.com,"Stefan-Röhrdanz-Straße 504
33148 Bischofswerda",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd360>],12629,366
James Klein,taylorowen@gmail.com,"Heinzgasse 7
10951 Nordhausen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd2d0>],12435,367
Dillon James,ztaylor@huffman-hancock.com,"Plathweg 905
43178 Tecklenburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd5a0>],10965,368
Robert Blair,xcastillo@reid.com,"Beckerweg 2/3
60890 Ochsenfurt",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd870>],13403,369
Joshua Castillo,gonzalezmichael@white.org,"Junckenstr. 5
95783 Backnang",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd840>],12587,370
Jason Delgado,daniellepayne@barr.net,"Imke-Wiek-Ring 1
26813 Oranienburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd3c0>],10315,371
Debra Mack,murphydavid@perkins.com,"Hans-Gerhard-Hornich-Platz 99
92556 Wolgast",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd8a0>],13053,372
Eileen Thomas,rowlandjonathan@gmail.com,"Henckgasse 6/0
38193 Gelnhausen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd930>],10965,373
George Lam,jonesdeborah@jones.com,"Elisabeth-Plath-Allee 8
96963 Bad Liebenwerda",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd960>],14057,374
Shelby Johnson,estradadanny@gmail.com,"Annita-Benthin-Allee 1/3
73923 Euskirchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd750>],12683,375
Angela Moore MD,jkelly@gmail.com,"Seipstr. 8
32200 Eichstätt",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd7e0>],13353,376
Maria Martinez,rlopez@gmail.com,"Vitus-Ruppert-Straße 0
50433 Gera",giver,[<shapely.geometry.point.Point object at 0x7fb7314cd9f0>],10963,377
Seth Cole,jtorres@reid-wilkinson.org,"Walterstr. 37
19521 Bernburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd990>],10787,378
James Mathews,valeriewhite@ortiz.com,"Lübsplatz 2
13238 Hainichen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdb40>],14050,379
Jennifer Clark,julie72@hotmail.com,"Eva-Römer-Weg 0/4
00766 Ludwigsburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cd810>],12685,380
Philip Richardson,ethan15@mills.com,"Fröhlichplatz 733
20680 Bruchsal",looker,[<shapely.geometry.point.Point object at 0x7fb7314cdcf0>],12105,381
Kristy Hess,barryjonathan@yahoo.com,"Schmiedeckeallee 8/1
98165 Bayreuth",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdc90>],13629,382
Peter Harrison,deborah20@hotmail.com,"Beyerring 6/2
26195 Regen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cdba0>],12307,383
Shelly Thomas,jimmysmith@hotmail.com,"Roggestr. 9
13432 Grevesmühlen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdc00>],10625,384
Kurt Murphy,hunterpatricia@buckley.biz,"Guntram-Hentschel-Platz 58
36655 Stadtroda",looker,[<shapely.geometry.point.Point object at 0x7fb7314cdde0>],13627,385
Christopher Lin,phayes@bradley-hernandez.com,"Stahrplatz 70
05805 Grimmen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdc60>],12165,386
Michelle Carter,brianmyers@hotmail.com,"Sigmund-Stahr-Gasse 28
30941 Göttingen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cda20>],10369,387
Tara Jones,clarklinda@smith-manning.com,"Charlotte-Renner-Ring 765
86506 Lüneburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cded0>],10709,388
David Soto,parkersheri@walker.net,"Salzweg 0
19494 Parchim",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdf60>],10365,389
James Turner,bakerjennifer@gmail.com,"Klappstraße 2/7
42399 Eilenburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cde40>],12161,390
Paige Smith,amandacole@munoz.com,"Pölitzstr. 2
53170 Schwäbisch Hall",looker,[<shapely.geometry.point.Point object at 0x7fb7314cdf00>],13581,391
Amanda Powell MD,barnesronald@james-foster.biz,"Malte-Hecker-Straße 3/1
50766 Olpe",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce020>],13158,392
Jerry Nguyen,lorettamack@reyes.com,"Fliegnerplatz 231
45728 Mayen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cdd80>],13587,393
Steven Cowan,lopeztracy@yahoo.com,"Saban-Ullmann-Weg 2/1
78694 Halberstadt",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce080>],13057,394
Amanda Juarez DDS,briancastaneda@hotmail.com,"Wanda-Zahn-Weg 33
54039 Berchtesgaden",giver,[<shapely.geometry.point.Point object at 0x7fb7314cddb0>],14193,395
Charlotte Edwards,heidi18@yahoo.com,"Möchlichengasse 7/0
26210 Leipziger Land",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce170>],10179,396
Sabrina Schmidt,etaylor@gmail.com,"Girschnerstraße 0/7
10895 Hohenstein-Ernstthal",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce200>],10625,397
Julie Anderson,dbeard@yahoo.com,"Schweitzerstr. 2/1
61593 Kemnath",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce110>],12043,398
Michael Richardson,yoderamber@yahoo.com,"Dippelweg 259
61618 Hannover",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce350>],10435,399
Sandy Hernandez,gregory84@romero.biz,"Nicolas-Carsten-Platz 75
47470 Brand",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce0e0>],13629,400
Stephen Roberts,tammy36@reynolds-wheeler.com,"Marijan-Hering-Allee 5
54478 Schwandorf",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce410>],14050,401
Brian Dennis,collinsshelia@montgomery.com,"Lehmannstr. 5
77450 Aue",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce3e0>],10243,402
Claudia Douglas,jlong@leonard-torres.com,"Roderich-Scholz-Allee 147
43220 Kitzingen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce380>],14199,403
Sara Hester,daniel00@crane.biz,"Regine-Lange-Gasse 27
25565 Wetzlar",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce590>],14195,404
Felicia Bryan,joeljackson@johnson-townsend.biz,"Hanne-Binner-Straße 7/0
36607 Darmstadt",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce530>],12524,405
Andrea Jones,millerjack@wells.com,"Sylke-Herrmann-Allee 1/1
63482 Nabburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce5c0>],13187,406
Jon Wade,zdonovan@gmail.com,"Helge-Bähr-Ring 99
23540 Tuttlingen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce4d0>],10787,407
Nicole Smith PhD,reneestanton@kelly.com,"Meryem-Röhrdanz-Platz 3
04770 Lüneburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce710>],13437,408
Tiffany Reid,aprilvasquez@farrell.com,"Constanze-Fliegner-Platz 4
79542 Kyritz",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce6e0>],10779,409
Shelia Hall,sandovalchristopher@hendricks.org,"Haeringallee 035
38755 Duderstadt",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce680>],10789,410
Cindy Bennett,ocampos@hotmail.com,"Aldo-Benthin-Straße 8/8
33431 Nabburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce2c0>],12205,411
Tracey Baker,hbell@gmail.com,"Ekaterina-Löffler-Weg 5/8
86931 Wetzlar",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce740>],10437,412
Emily Martin,emily94@hotmail.com,"Flantzplatz 019
12740 Lübben",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce7a0>],12107,413
Robert Weber,christine97@hotmail.com,"Irmingard-Kostolzin-Gasse 2
63391 Rostock",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce860>],12689,414
Christine Schultz,fperkins@rose-jones.biz,"Emmi-Stiffel-Gasse 676
92319 Regen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce8c0>],14167,415
Erin Bennett,andrew10@yahoo.com,"Eckhardt-Trüb-Straße 7/3
83453 Lichtenfels",giver,[<shapely.geometry.point.Point object at 0x7fb7314ce800>],12351,416
Joseph Singleton,ortizanthony@gmail.com,"Rudolphring 4/0
96549 Querfurt",looker,[<shapely.geometry.point.Point object at 0x7fb7314cea10>],12101,417
Kelly Graham,npearson@yahoo.com,"Theres-Mosemann-Platz 336
61066 Eckernförde",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce920>],13347,418
Sierra Thomas MD,williamsjoseph@brown.org,"Steyallee 46
04372 Stadtroda",giver,[<shapely.geometry.point.Point object at 0x7fb7314ceb30>],12055,419
Matthew Rodriguez,harrisontanya@hotmail.com,"Harm-Misicher-Platz 48
02470 Lüdinghausen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce9b0>],12687,420
David Diaz,cthompson@hutchinson.net,"Schülerring 99
90607 Viersen",looker,[<shapely.geometry.point.Point object at 0x7fb7314ceb00>],10557,421
James Carpenter,hartrebecca@gmail.com,"Trubstr. 4
61865 Schlüchtern",looker,[<shapely.geometry.point.Point object at 0x7fb7314cebf0>],10969,422
Bobby Hawkins,morantodd@hotmail.com,"Margrafstr. 004
66834 Fürstenwalde",giver,[<shapely.geometry.point.Point object at 0x7fb7314cead0>],14169,423
John Estrada,clifford09@gmail.com,"Metin-Zirme-Platz 74
01376 Schwerin",looker,[<shapely.geometry.point.Point object at 0x7fb7314ceb90>],12526,424
Scott West,kaylee22@barker.com,"Spießstraße 03
09579 Hildesheim",giver,[<shapely.geometry.point.Point object at 0x7fb7314ced70>],12159,425
Charles Silva,joshuastuart@green.biz,"Scheelweg 1
94902 Steinfurt",giver,[<shapely.geometry.point.Point object at 0x7fb7314ced40>],13053,426
Tyler Mcintosh,andrewsmichael@rodgers.com,"Ivana-Schmidt-Weg 6/5
75915 Finsterwalde",giver,[<shapely.geometry.point.Point object at 0x7fb7314cece0>],13587,427
Nicole Lyons,maxwell39@cooper.net,"Neuschäferplatz 7/6
02961 Ribnitz-Damgarten",giver,[<shapely.geometry.point.Point object at 0x7fb7314cee90>],10319,428
Jacob Baldwin,tracybell@gallagher-johnson.com,"Scheelring 518
86167 Staffelstein",looker,[<shapely.geometry.point.Point object at 0x7fb7314ce950>],10997,429
Katie Long,sgonzalez@gmail.com,"Preißstraße 5/6
16747 Altötting",looker,[<shapely.geometry.point.Point object at 0x7fb7314cec50>],10785,430
Joshua May,kristin78@myers.com,"Adelgunde-Hornig-Weg 3/1
88353 Pirmasens",looker,[<shapely.geometry.point.Point object at 0x7fb7314cefb0>],12207,431
Mary Martinez,keith17@yahoo.com,"Freia-Wulf-Straße 1
04811 Melsungen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cef50>],10627,432
Christina Mcdonald,tonyconrad@gmail.com,"Trubinstr. 08
68035 Kyritz",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf010>],10369,433
Denise Huang,krystal95@gmail.com,"Geislergasse 692
97143 Dessau",looker,[<shapely.geometry.point.Point object at 0x7fb7314cee60>],12524,434
Carlos Ray,qmcmillan@griffin.info,"Schollgasse 0
80091 Hildesheim",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf130>],10317,435
Melissa Kennedy,allen66@gmail.com,"Ursula-Hoffmann-Weg 3
55976 Ravensburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314ceef0>],10627,436
Melissa Ryan,rayjonathan@yahoo.com,"Rustweg 79
94046 Illertissen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf0d0>],13435,437
David Schmitt,aaron75@boyd.com,"Mansallee 8/7
10996 Freising",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf100>],10439,438
Richard Howe,brandonvance@gmail.com,"Jungferweg 0/5
54947 Peine",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf250>],13055,439
Chad King,christopher23@hotmail.com,"Mariechen-Röhrdanz-Ring 3/8
47085 Diepholz",looker,[<shapely.geometry.point.Point object at 0x7fb7314ceda0>],12689,440
Danielle Gutierrez,yolandaking@arnold.com,"Hellmuth-Gunpf-Gasse 8
60819 Rothenburg ob der Tauber",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf220>],12689,441
David Brown,bradley26@hotmail.com,"Norma-Wagenknecht-Straße 8
07868 Lübz",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf2e0>],13349,442
Teresa George,andrew01@gmail.com,"Knut-Gierschner-Gasse 82
05473 Kulmbach",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf160>],10587,443
Martin Knight,mwilliams@robbins-long.com,"Döhnstr. 137
69334 Bad Liebenwerda",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf3a0>],10961,444
Ian Jackson,susan40@boyd.org,"Holstenweg 4
07567 Neuruppin",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf490>],13409,445
Mark Stone,scobb@hotmail.com,"Milica-Kobelt-Allee 72
12514 Ansbach",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf430>],10823,446
Zachary Brown,hmccarthy@johnson-perez.com,"Kösterweg 82
07197 Beeskow",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf190>],10823,447
Carolyn Lopez,jameslowery@yahoo.com,"Lehmanngasse 965
89515 Mettmann",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf4f0>],13187,448
William Taylor,gutierrezjennifer@gmail.com,"Hans-Albert-Schulz-Platz 4/4
70377 Brandenburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf5b0>],12589,449
Kathryn Duncan,cathybrown@yahoo.com,"Klaudia-Hornich-Platz 2
70724 Aurich",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf400>],12057,450
Michael Davis,denisebaker@ramirez.info,"Malgorzata-Hornig-Straße 01
53660 Kitzingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf5e0>],12047,451
Cindy Mcdonald,leecrystal@yahoo.com,"Anka-Dippel-Allee 6/4
78834 Kassel",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf550>],10783,452
Heather Anderson,james06@hinton.com,"Ingbert-Patberg-Straße 618
36732 Döbeln",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf7f0>],14089,453
James Tran,randy76@gmail.com,"Desiree-Biggen-Gasse 4/3
09773 Schwabmünchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf6d0>],13587,454
Laura Lee,pricebrent@hotmail.com,"Inken-Christoph-Allee 9
39387 Böblingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314ceec0>],14163,455
Joshua Boyd,jdawson@gmail.com,"Flantzstr. 99
48687 Wurzen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf850>],13505,456
Laura Herman,seanmatthews@gmail.com,"Hans-Peter-Seifert-Platz 38
85239 Stuttgart",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf610>],10789,457
Zachary Hicks,melissaking@daniels.com,"Kensyweg 64
82269 Monschau",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf520>],10961,458
Emily Harvey,jamierodriguez@gmail.com,"Weihmannplatz 8
20789 Brandenburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf910>],14165,459
Joshua Thomas,ryanemily@gmail.com,"Sontagweg 1
45422 Dinslaken",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf940>],13467,460
Meagan Jenkins,mannmichaela@huerta-harris.com,"Ivan-Pölitz-Weg 102
79224 Erding",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf9d0>],14055,461
Anna Booker MD,murphyjonathan@humphrey-everett.net,"Clemens-Mitschke-Ring 2
51455 Badoberan",giver,[<shapely.geometry.point.Point object at 0x7fb7314cf790>],12679,462
James Mitchell,bcook@fowler-david.com,"Lindnergasse 367
53549 Kleve",looker,[<shapely.geometry.point.Point object at 0x7fb7314cfa30>],12351,463
Justin Hale,myerswilliam@hotmail.com,"Maurice-Trommler-Weg 9
67127 Garmisch-Partenkirchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfbb0>],14197,464
Carla Cooke,christopher49@hotmail.com,"Centa-Seip-Weg 888
28588 Regensburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314cf8e0>],10247,465
Sandra Ritter,csanchez@hotmail.com,"Friederike-Linke-Platz 2/6
43237 Norden",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfb50>],10707,466
William Valdez,tranmichael@gmail.com,"Margarethe-Kitzmann-Ring 32
65974 Donaueschingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfa60>],13159,467
Marie Ray,hendersonshawn@sweeney.biz,"Beergasse 84
95741 Ribnitz-Damgarten",looker,[<shapely.geometry.point.Point object at 0x7fb7314cfd00>],10823,468
Natalie Proctor,richardlong@yahoo.com,"Ilonka-Beier-Platz 568
38630 Bruchsal",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfc70>],13125,469
Jason Carlson,katherineanderson@kelly.net,"Köhlerplatz 3
80732 Burg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfdc0>],12167,470
Samantha Garcia,amanda61@hotmail.com,"Hänelweg 9
96017 Schwäbisch Gmünd",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfa00>],12207,471
Derrick Carter,janice54@henry.info,"Henschelallee 5/3
95725 Niesky",giver,[<shapely.geometry.point.Point object at 0x7fb7314cff10>],12355,472
Mark Lewis,thomasgreen@hotmail.com,"Selma-Faust-Platz 3
74786 Hansestadttralsund",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfeb0>],10243,473
Angela Rowe,christopher00@gmail.com,"Gunpfstr. 1/1
15394 Euskirchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfc40>],13086,474
Christopher Campbell,fburton@berry.biz,"Säuberlichallee 658
42080 Hainichen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cfee0>],12047,475
Mr. Terry Lloyd,tracy23@cooke.com,"Edmund-Gieß-Allee 2/0
63252 Senftenberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314cfca0>],12249,476
Charles Carter,sarah00@rodriguez-nichols.com,"Karl-Peter-Schweitzer-Allee 595
35983 Guben",looker,[<shapely.geometry.point.Point object at 0x7fb7314cfcd0>],14197,477
Tamara Hart,michael83@gmail.com,"Klaus-Michael-Wende-Weg 0/4
13700 Erfurt",looker,[<shapely.geometry.point.Point object at 0x7fb7314f80a0>],13086,478
James Bass,anitapeters@hotmail.com,"Schülergasse 1/5
20302 Recklinghausen",looker,[<shapely.geometry.point.Point object at 0x7fb7314cffd0>],12623,479
Michele Bryant,william39@clark.net,"Michaela-Stey-Weg 360
02453 Neunburg vorm Wald",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8070>],12309,480
Tonya Harvey,leonard52@garcia.com,"Dunja-Rust-Gasse 542
40567 Döbeln",giver,[<shapely.geometry.point.Point object at 0x7fb7314f82b0>],12589,481
Sylvia Thomas,christophersilva@kennedy.com,"Gerfried-Jockel-Straße 29
80386 Aurich",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8130>],10559,482
Margaret Rodriguez,wardtiffany@valencia.com,"Meinhard-Jähn-Platz 0/0
75665 Backnang",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8310>],10315,483
Gilbert Sims,collinanderson@haynes-rodriguez.info,"Mirjana-Weihmann-Gasse 29
21919 Paderborn",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8220>],10789,484
Valerie Grimes,laurenbryan@williamson-glover.com,"Kostolzinplatz 1
13562 Chemnitz",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8040>],13627,485
Mr. John Kline,wolfecory@hotmail.com,"Hettnerweg 06
15956 Bogen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8280>],14197,486
Tracy Morrison,bryan68@estrada.net,"Gina-Kobelt-Ring 760
69034 Moers",looker,[<shapely.geometry.point.Point object at 0x7fb7314f84f0>],13158,487
Christine Ortiz,gary41@yahoo.com,"Karl-Ludwig-Tschentscher-Platz 700
31647 Ravensburg",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8490>],14163,488
Emily Davis,catherinerivera@gmail.com,"Zoltan-Weller-Straße 8
53709 Waldmünchen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8550>],12359,489
Margaret Johnson,yangelizabeth@hotmail.com,"Claudio-Röhricht-Gasse 0/8
00305 Sonneberg",looker,[<shapely.geometry.point.Point object at 0x7fb7314f83d0>],14165,490
Melvin Ortiz III,bfrancis@simpson.net,"Klemmring 95
01905 Kaiserslautern",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8190>],12157,491
Mark West,cardenasrobert@silva.com,"Karl-Georg-Wirth-Straße 3
99008 Plauen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f85e0>],12059,492
Morgan Pierce,ericmontgomery@hotmail.com,"Siegbert-Bachmann-Weg 35
18982 Schwäbisch Hall",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8580>],13509,493
Dylan Fleming DDS,hannahfischer@yahoo.com,"Silja-Otto-Allee 24
62336 Weißenfels",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8460>],12555,494
Amanda Spencer,reyesryan@griffin.com,"Tassilo-Koch II-Weg 7
69015 Döbeln",looker,[<shapely.geometry.point.Point object at 0x7fb7314f85b0>],14197,495
Samantha Pham,mahoneyfaith@martinez.com,"Immo-Drub-Gasse 213
99792 Erbisdorf",giver,[<shapely.geometry.point.Point object at 0x7fb7314f82e0>],13439,496
Gary Howe,ekelly@cox-rose.com,"Erdal-Trüb-Straße 013
60254 Bad Kissingen",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8760>],13439,497
Daryl Humphrey,kristen83@gmail.com,"Scholzallee 5/5
35569 Weißwasser",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8820>],12043,498
Maria Marshall,christopher15@hotmail.com,"Linkering 30
29638 Döbeln",giver,[<shapely.geometry.point.Point object at 0x7fb7314f87c0>],13353,499
Lisa Ryan,haysdana@gmail.com,"Aleksandar-Buchholz-Allee 29
47245 Freital",looker,[<shapely.geometry.point.Point object at 0x7fb7314f8880>],12587,500
Hannah Johnson,mduncan@gmail.com,"Mosemannallee 96
69840 Hofgeismar",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8970>],12101,501
Carrie Brown,traceyneal@owen.com,"Gutestraße 117
74172 Olpe",giver,[<shapely.geometry.point.Point object at 0x7fb7314f88e0>],13629,502
Cheryl Stevenson,collinswendy@carney-gibson.org,"Hamannstraße 19
64342 Guben",looker,[<shapely.geometry.point.Point object at 0x7fb7314f88b0>],10587,503
Charles Mata,nixonkatrina@yahoo.com,"Rochus-Hertrampf-Weg 05
47592 Sternberg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8910>],12167,504
Chelsea Jimenez,fwashington@gmail.com,"Rupert-Hamann-Platz 3/0
20620 Mainburg",giver,[<shapely.geometry.point.Point object at 0x7fb7314f8940>],10243,505
